variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised
cloves,cloves,drying,NULL,taste profile / spice,NULL,whole/fresh pieces|powder,flavouring agent,0.42,0,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice
khobra,coconut,drying,NULL,base ingredient,NULL,whole/fresh pieces,NULL,0.42,0,0.12,0.42,0.05,0.12,0.174,0.189,1,False,False,,,,,,,,,,raw_agricultural_material
yogurt,milk,fermentation,dense block,base ingredient,NULL,NULL,NULL,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,yogurt,,,,,,processed_ingredient
iodate,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,mineral_nutrient,,,,,,,fortification_agent
lentil,lentil,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
masoor,lentil,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
casein,milk,NULL,protein isolate,base ingredient,NULL,NULL,NULL,0,0.78,0.12,0,0.78,0.12,0.282,0.282,1,False,False,,,,,,,casein,,,processed_ingredient
niacin,synthetic,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,vitamin_water_soluble,,,,,,,fortification_agent
nutmeg,nutmeg,NULL,NULL,taste profile / spice,drying,whole/fresh pieces|powder,flavouring agent,0,0,0.18,0.42,0.42,0.675,0.072,0.522,1,True,False,,,,,,,,,,taste profile / spice
onions,onion,NULL,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
tomate,tomato,NULL,whole/fresh pieces,base ingredient,NULL,pulp/puree,acidity regulator,0,0.05,0.12,0,0.25,0.86,0.063,0.419,1,True,False,,,,,,,,,,raw_agricultural_material
pepper,pepper,NULL,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
potato,potato,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,thickener,0,0.05,0.12,0,0.1,0.615,0.063,0.276,1,False,False,,,,,,,,,,raw_agricultural_material
quinoa,quinoa,NULL,NULL,base ingredient,milling,flour/fine powder|coarse grits,NULL,0,0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
radish,radish,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,NULL,0,0.05,0.12,0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
tomato,tomato,NULL,whole/fresh pieces,base ingredient,NULL,pulp/puree,acidity regulator,0,0.05,0.12,0,0.25,0.86,0.063,0.419,1,True,False,,,,,,,,,,raw_agricultural_material
anjeer,fig,NULL,whole/fresh pieces,base ingredient,NULL,NULL,sweetener,0,0.05,0.12,0,0.05,0.625,0.063,0.265,1,False,False,,,,,,,,,,raw_agricultural_material
valine,synthetic,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,amino_acid,,,,,,,fortification_agent
chakka,jackfruit,NULL,whole/fresh pieces,base ingredient,NULL,pulp/puree,sweetener,0,0.05,0.12,0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material
chhena,milk,fermentation,dense block,base ingredient,NULL,NULL,NULL,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,paneer,,,,,,processed_ingredient
chikoo,sapodilla,NULL,whole/fresh pieces,base ingredient,NULL,pulp/puree,sweetener,0,0.05,0.12,0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material
chikoo,sapodilla,NULL,whole/fresh pieces,base ingredient,NULL,pulp/puree,sweetener,0,0.05,0.12,0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material
chirva,rice,NULL,flakes,base ingredient,NULL,NULL,NULL,0,0.36,0.12,0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material
chives,chives,NULL,whole/fresh pieces,taste profile / spice,NULL,cut/sliced pieces,flavouring agent,0,0.05,0.18,0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice
chives,chives,NULL,whole/fresh pieces,taste profile / spice,NULL,cut/sliced pieces,flavouring agent,0,0.05,0.18,0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice
citron,citron,NULL,whole/fresh pieces,flavouring agent,NULL,juice,acidity regulator,0,0.05,0.675,0,0.5,0.86,0.285,0.494,1,True,False,,,,,,,,,,flavouring agent
gluten,wheat,NULL,protein isolate,base ingredient,NULL,NULL,NULL,0,0.78,0.12,0,0.78,0.12,0.282,0.282,1,False,False,,,,,gluten_extract,,,,,processed_ingredient
lutein,marigold,solvent extraction,extract/oleoresin,colour,NULL,NULL,antioxidant,0.82,0.86,0.8,0.82,0.86,0.875,0.824,0.854,3,False,False,,,,,,,,,,colour
lysine,synthetic,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,amino_acid,,,,,,,fortification_agent
pecans,pecan,NULL,whole/fresh pieces,base ingredient,roasting,NULL,NULL,0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
pomelo,pomelo,NULL,whole/fresh pieces,flavouring agent,NULL,juice,acidity regulator,0,0.05,0.675,0,0.5,0.86,0.285,0.494,1,True,False,,,,,,,,,,flavouring agent
yogurt,milk,fermentation,dense block,base ingredient,NULL,NULL,NULL,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,yogurt,,,,,,processed_ingredient
alm oil,palm,cold pressing|solvent extraction,oil,lipid base,refining,NULL,NULL,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base
sal fat,sal,solvent extraction,fat fraction,lipid base,cold pressing|refining,NULL,NULL,0.82,0.72,0.22,0.82,0.72,0.22,0.55,0.55,2,False,False,,,,,,,,,es,lipid base
carrots,carrot,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,NULL,0,0.05,0.12,0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
cashews,cashew,NULL,whole/fresh pieces,base ingredient,roasting,NULL,NULL,0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
com oil,corn,cold pressing|solvent extraction,oil,lipid base,refining,NULL,NULL,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base
mangoes,mango,NULL,whole/fresh pieces,base ingredient,NULL,pulp/puree,sweetener,0,0.05,0.12,0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material
amchoor,mango,drying,powder,taste profile / spice,NULL,NULL,acidity regulator,0.42,0.42,0.18,0.42,0.42,0.86,0.324,0.596,2,False,False,,,,,,,,,,taste profile / spice
millets,millet,NULL,NULL,base ingredient,milling,flour/fine powder|coarse grits,NULL,0,0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
menthol,mint,solvent extraction,extract/oleoresin,flavouring agent,NULL,crystalline chemical,taste profile / spice,0.82,0.86,0.675,0.82,0.98,0.675,0.774,0.81,3,False,False,,,,,,,,,,flavouring agent
paprika,paprika,drying,powder,colour,NULL,NULL,taste profile / spice,0.42,0.42,0.8,0.42,0.42,0.8,0.572,0.572,2,False,False,,,,,,,,,,colour
raisins,grape,drying,whole/fresh pieces,sweetener,NULL,NULL,flavouring agent,0.42,0.05,0.625,0.42,0.05,0.675,0.391,0.411,2,False,False,,,,,,,,,,sweetener
til oil,sesame,NULL,oil,lipid base,cold pressing|solvent extraction,NULL,NULL,0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base
soynuts,soybean,roasting,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0.58,0.05,0.12,0.58,0.05,0.12,0.237,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
sucrose,sugarcane,NULL,crystalline chemical,sweetener,refining,NULL,base ingredient,0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,False,,,,,,,,refined_sucrose,,sweetener
jaggery,sugarcane | palm,NULL,dense block,sweetener,refining,granules,base ingredient,0,0.38,0.625,0.75,0.8,0.625,0.364,0.715,2,True,False,,,,,,,,raw_unrefined,,sweetener
glucose,corn | tapioca,NULL,crystalline chemical,sweetener,?hydrolysis,NULL,base ingredient,0,0.98,0.625,0.6,0.98,0.625,0.544,0.724,2,True,True,,,,,,,,,,sweetener
vinegar,sugarcane,fermentation,juice,flavouring agent,acetylation,NULL,acidity regulator,0.56,0.5,0.675,0.94,0.5,0.86,0.588,0.776,2,True,False,,,,,,,,,,flavouring agent
almonds,almond,NULL,whole/fresh pieces,base ingredient,roasting,NULL,NULL,0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
mandeln,almond,NULL,whole/fresh pieces,base ingredient,roasting,NULL,NULL,0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
tumeric,turmeric,NULL,powder,taste profile / spice,drying,rhizome,flavouring agent,0,0.42,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice
saffron,saffron,drying,whole/fresh pieces,taste profile / spice,NULL,powder,colour,0.42,0.05,0.18,0.42,0.42,0.8,0.213,0.572,1,True,False,,,,,,,,,,taste profile / spice
om seed,ajwain,NULL,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
aniseed,anise,NULL,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
apricot,apricot,NULL,whole/fresh pieces,base ingredient,drying,cut/sliced pieces,sweetener,0,0.05,0.12,0.42,0.1,0.625,0.063,0.406,1,True,False,,,,,,,,,,raw_agricultural_material
maricha,pepper,NULL,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
milkfat,milk,NULL,fat fraction,lipid base,churning|clarification,NULL,flavouring agent,0,0.72,0.22,0.55,0.72,0.675,0.304,0.651,2,False,False,,,,,,,,,,lipid base
cow fat,beef,NULL,fat fraction,lipid base,rendering,NULL,NULL,0,0.72,0.22,0,0.72,0.22,0.304,0.304,2,False,False,,,,,,,,,,lipid base
cabbage,cabbage,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,NULL,0,0.05,0.12,0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
chicory,chicory,NULL,whole/fresh pieces,taste profile / spice,roasting,powder,flavouring agent,0,0.05,0.18,0.58,0.42,0.675,0.087,0.57,1,True,False,,,,,,,,,,taste profile / spice
coconut,coconut,NULL,whole/fresh pieces,base ingredient,NULL,pulp/puree,NULL,0,0.05,0.12,0,0.25,0.12,0.063,0.123,1,False,False,,,,,,,,,,raw_agricultural_material
cow fat,beef,NULL,fat fraction,lipid base,rendering,NULL,NULL,0,0.72,0.22,0,0.72,0.22,0.304,0.304,2,False,False,,,,,,,,,,lipid base
yoghurt,milk,fermentation,dense block,base ingredient,NULL,NULL,NULL,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,yogurt,,,,,,processed_ingredient
dextrin,corn | tapioca,?hydrolysis,powder,thickener,NULL,NULL,bulking agent,0.6,0.42,0.615,0.6,0.42,0.615,0.552,0.552,2,False,True,,,,,,,,,,thickener
ins 631,tapioca | sugarcane,?hydrolysis,crystalline chemical,flavouring agent,NULL,NULL,NULL,0.6,0.98,0.675,0.6,0.98,0.675,0.744,0.744,3,False,True,631,disodium inosinate,,,,,,,,flavouring agent
amylase,aspergillus oryzae | barley,?enzymatic reaction,powder,flour treatment agent,NULL,NULL,NULL,0,0.42,0.93,0,0.42,0.93,0.498,0.498,2,False,True,,,,,,,,,,flour treatment agent
beeswax,beeswax,NULL,dense block,thickener,NULL,NULL,emulsifier,0,0.38,0.615,0,0.38,0.825,0.36,0.444,2,False,False,,,,,,,,,,thickener
kalonji,nigella seed,NULL,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
lactose,milk,NULL,crystalline chemical,sweetener,NULL,NULL,NULL,0,0.98,0.625,0,0.98,0.625,0.544,0.544,2,False,False,,,,,,,,,,sweetener
lentils,lentil,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
mulethi,licorice,NULL,whole/fresh pieces,taste profile / spice,drying,powder,sweetener,0,0.05,0.18,0.42,0.42,0.625,0.087,0.502,1,True,False,,,,,,,,,,taste profile / spice
pippali,long pepper,NULL,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
menthol,mint,extract/oleoresin,crystalline chemical,taste profile / spice,NULL,extract/oleoresin,flavouring agent,0,0.98,0.18,0,0.98,0.675,0.366,0.564,2,False,False,,,,,,,,,,taste profile / spice
moringa,moringa,NULL,whole/fresh pieces,base ingredient,drying,powder,NULL,0,0.05,0.12,0.42,0.42,0.12,0.063,0.3,1,True,False,,,,,,,,,,raw_agricultural_material
shitake,mushroom,NULL,whole/fresh pieces,base ingredient,drying,cut/sliced pieces,NULL,0,0.05,0.12,0.42,0.1,0.12,0.063,0.204,1,False,False,,,,,,,,,,raw_agricultural_material
shitaki,mushroom,NULL,whole/fresh pieces,base ingredient,drying,cut/sliced pieces,NULL,0,0.05,0.12,0.42,0.1,0.12,0.063,0.204,1,False,False,,,,,,,,,,raw_agricultural_material
mustard,mustard,NULL,whole/fresh pieces,taste profile / spice,NULL,powder,flavouring agent,0,0.05,0.18,0,0.42,0.675,0.087,0.396,1,True,False,,,,,,,,,,taste profile / spice
shallot,shallot,NULL,whole/fresh pieces,taste profile / spice,NULL,cut/sliced pieces,flavouring agent,0,0.05,0.18,0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice
oregano,oregano,NULL,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
parsley,parsley,NULL,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces,flavouring agent,0,0.05,0.18,0.42,0.1,0.675,0.087,0.426,1,True,False,,,,,,,,,,taste profile / spice
soybean,soybean,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
spinach,spinach,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,NULL,0,0.05,0.12,0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
anistar,star anise,drying,whole/fresh pieces,taste profile / spice,NULL,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice
tapioca,tapioca,NULL,whole/fresh pieces,base ingredient,NULL,starch flour,thickener,0,0.05,0.12,0,0.6,0.615,0.063,0.426,1,True,False,,,,,,,,,,raw_agricultural_material
taurine,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,amino_acid,,,,,,,fortification_agent
thiamin,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,vitamin_water_soluble,,,,,,,fortification_agent
trifala,amla | haritaki | bibhitaki,NULL,powder,NULL,drying,NULL,NULL,0,0.42,0,0.42,0.42,0,0.126,0.252,1,False,False,,,,,,,,,,NULL
vannila,vanilla,extract/oleoresin,extract/oleoresin,flavouring agent,NULL,NULL,taste profile / spice,0,0.86,0.675,0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent
vit. d2,yeast,NULL,powder,NULL,NULL,NULL,NULL,0,0.42,0,0,0.42,0,0.126,0.126,1,False,False,,,,,,,,,,NULL
alcohol,sugarcane | molasses,fermentation,juice,NULL,distillation,NULL,NULL,0.56,0.5,0,0.56,0.5,0,0.318,0.318,2,False,False,,,,,,,,,,NULL
ammonia,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,raising agent,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,,,,,,,,,,acidity regulator
lactase,yeast,?enzymatic reaction,powder,flour treatment agent,NULL,NULL,NULL,0,0.42,0.93,0,0.42,0.93,0.498,0.498,2,False,True,,,,,,,,,,flour treatment agent
leucine,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,amino_acid,,,,,,,fortification_agent
catechu,acacia catechu,NULL,extract/oleoresin,taste profile / spice,extract/oleoresin,NULL,flavouring agent,0,0.86,0.18,0,0.86,0.675,0.33,0.528,2,False,False,,,,,,,,,,taste profile / spice
cucumis,cucumber,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,NULL,0,0.05,0.12,0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
isabgol,psyllium,NULL,whole/fresh pieces,thickener,NULL,powder,bulking agent,0,0.05,0.615,0,0.42,0.615,0.261,0.372,1,True,False,,,,,,,,,,thickener
fox nut,fox nut,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
foxnuts,fox nut,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
gongura,gongura,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces,acidity regulator,0,0.05,0.12,0,0.1,0.86,0.063,0.374,1,True,False,,,,,,,,,,raw_agricultural_material
isomalt,sugarcane,NULL,crystalline chemical,sweetener,refining|?hydrogenation,NULL,bulking agent,0,0.98,0.625,0.92,0.98,0.625,0.544,0.82,2,True,True,,,,,,,,sugar_alcohol,,sweetener
pumpkin,pumpkin,NULL,whole/fresh pieces,base ingredient,NULL,pulp/puree,NULL,0,0.05,0.12,0,0.25,0.12,0.063,0.123,1,False,False,,,,,,,,,,raw_agricultural_material
nannari,sarsaparilla,NULL,extract/oleoresin,flavouring agent,extract/oleoresin,NULL,taste profile / spice,0,0.86,0.675,0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent
ins 941,synthetic,NULL,propellant,propellant,NULL,NULL,packaging gas,0,0,0.95,0,0,0.95,0.38,0.38,2,False,False,941,nitrogen,,,,,,,,propellant
ins 999,quillaja saponaria,solvent extraction,extract/oleoresin,emulsifier,NULL,emulsifier powder,foaming agent,0.82,0.86,0.825,0.82,0.89,0.825,0.834,0.843,3,False,False,999,quillaia extracts,,,,,,,,emulsifier
xylitol,birch,?hydrolysis,crystalline chemical,sweetener,NULL,NULL,humectant,0.6,0.98,0.625,0.6,0.98,0.625,0.724,0.724,3,False,True,,,,,,,,,,sweetener
yoghurt,milk,fermentation,dense block,base ingredient,NULL,NULL,NULL,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,yogurt,,,,,,processed_ingredient
palm oil,palm,NULL,oil,lipid base,cold pressing|refining|solvent extraction,NULL,NULL,0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base
paim oil,palm,NULL,oil,lipid base,cold pressing|refining|solvent extraction,NULL,NULL,0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base
palm fat,palm,NULL,fat fraction,lipid base,cold pressing|refining|solvent extraction,NULL,NULL,0,0.72,0.22,0.82,0.72,0.22,0.304,0.55,2,False,False,,,,,,,,,,lipid base
sea salt,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material
yellow 6,synthetic,NULL,crystalline chemical,colour,NULL,NULL,NULL,0,0.98,0.8,0,0.98,0.8,0.614,0.614,2,False,False,,,,,,,,,,colour
corn oil,corn,NULL,oil,lipid base,cold pressing|refining|solvent extraction,NULL,NULL,0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base
costarch,corn,NULL,starch flour,thickener,NULL,modified starch powder,base ingredient,0,0.6,0.615,0,0.96,0.615,0.426,0.534,2,False,False,,,,,starch,,,,,thickener
hazelnut,hazelnut,NULL,whole/fresh pieces,base ingredient,roasting,NULL,NULL,0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
milk snf,milk,NULL,powder,base ingredient,NULL,concentrate,NULL,0,0.42,0.12,0,0.42,0.12,0.174,0.174,1,False,False,,,,,,,,,,processed_ingredient
soy nuts,soybean,roasting,NULL,base ingredient,NULL,NULL,NULL,0.58,0,0.12,0.58,0,0.12,0.222,0.222,1,False,False,,,,,,,,,,raw_agricultural_material
soyabean,soybean,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
soybeans,soybean,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
sharkara,sugarcane,NULL,crystalline chemical,sweetener,refining,NULL,base ingredient,0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,False,,,,,,,,raw_unrefined,hi,sweetener
dextrose,corn | tapioca,NULL,crystalline chemical,sweetener,hydrolysis,NULL,NULL,0,0.98,0.625,0.6,0.98,0.625,0.544,0.724,2,True,False,,,,,,,,,,sweetener
fructose,corn,NULL,crystalline chemical,sweetener,hydrolysis,NULL,NULL,0,0.98,0.625,0.6,0.98,0.625,0.544,0.724,2,True,False,,,,,,,,,,sweetener
levulose,corn,NULL,crystalline chemical,sweetener,hydrolysis,NULL,NULL,0,0.98,0.625,0.6,0.98,0.625,0.544,0.724,2,True,False,,,,,,,,,,sweetener
urad dal,urad dal,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
turmeric,turmeric,NULL,rhizome,taste profile / spice,drying,powder,flavouring agent|colour,0,0,0.18,0.42,0.42,0.8,0.072,0.572,1,True,False,,,,,,,,,,taste profile / spice
maltitol,corn | wheat,NULL,crystalline chemical,sweetener|bulking agent,hydrogenation,NULL,humectant,0,0.98,0.625,0.92,0.98,0.625,0.544,0.82,2,True,False,,,,,,,,sugar_alcohol,,sweetener|bulking agent
cow milk,milk,NULL,NULL,base ingredient,pasteurization,NULL,NULL,0,0,0.12,0.48,0,0.12,0.048,0.192,1,False,False,,,,,,,,,,raw_agricultural_material
raw milk,milk,NULL,NULL,base ingredient,pasteurization,NULL,NULL,0,0,0.12,0.48,0,0.12,0.048,0.192,1,False,False,,,,,,,,,,raw_agricultural_material
